customer_id,age,job_type,housing,checking_account,savings_account,credit_amount_DM,duration_months,purpose,credit_history,employment_length,credit_score,risk_tier,credit_rating
CUST0218,37,skilled,rent,0_to_200_DM,500_to_1000_DM,1541,27,car_new,critical_account,<1_year,47.6,High Risk,Good
CUST0219,25,skilled,own,<0_DM,500_to_1000_DM,1015,15,business,existing_paid,<1_year,62.4,Medium Risk,Bad
CUST0220,34,unskilled_nonresident,own,0_to_200_DM,no_savings,1092,26,radio_TV,existing_paid,1_to_4_years,62.5,Medium Risk,Good
CUST0221,29,skilled,free,<0_DM,100_to_500_DM,7592,40,business,critical_account,>=7_years,43.1,High Risk,Bad
CUST0222,22,highly_skilled,own,<0_DM,<100_DM,1808,31,furniture,existing_paid,>=7_years,62.2,Medium Risk,Good
CUST0223,36,skilled,own,no_account,<100_DM,3125,20,education,critical_account,>=7_years,50.6,Medium Risk,Bad
CUST0224,30,skilled,own,no_account,no_savings,1039,14,car_new,critical_account,<1_year,37.5,High Risk,Bad
CUST0225,31,highly_skilled,rent,no_account,<100_DM,1047,28,car_used,all_paid,>=7_years,58.7,Medium Risk,Good
CUST0226,23,skilled,own,no_account,500_to_1000_DM,3856,24,car_new,critical_account,1_to_4_years,48.3,High Risk,Good
CUST0227,53,skilled,own,>=200_DM,<100_DM,702,31,business,existing_paid,<1_year,69.4,Medium Risk,Good
CUST0228,43,skilled,free,no_account,<100_DM,1352,27,repairs,existing_paid,>=7_years,67.8,Medium Risk,Good
CUST0229,44,skilled,own,0_to_200_DM,<100_DM,1851,33,education,delayed_past,4_to_7_years,54.9,Medium Risk,Good
CUST0230,30,skilled,own,<0_DM,<100_DM,1954,15,business,critical_account,<1_year,36.8,High Risk,Good
CUST0231,19,skilled,own,0_to_200_DM,no_savings,1595,38,car_new,no_credits,1_to_4_years,47.9,High Risk,Bad
CUST0232,59,skilled,own,<0_DM,<100_DM,2385,22,furniture,existing_paid,1_to_4_years,62.8,Medium Risk,Good
CUST0233,32,skilled,free,<0_DM,<100_DM,2936,56,car_new,delayed_past,4_to_7_years,40.0,High Risk,Good
CUST0234,26,unskilled_resident,own,<0_DM,no_savings,3023,14,car_new,critical_account,1_to_4_years,36.7,High Risk,Bad
CUST0235,37,skilled,own,no_account,100_to_500_DM,906,47,car_new,delayed_past,>=7_years,55.2,Medium Risk,Good
CUST0236,46,skilled,own,0_to_200_DM,<100_DM,1481,22,furniture,existing_paid,unemployed,61.0,Medium Risk,Good
CUST0237,32,unskilled_resident,own,no_account,<100_DM,4172,14,car_used,existing_paid,1_to_4_years,61.1,Medium Risk,Bad
CUST0238,48,skilled,own,no_account,<100_DM,3382,15,car_new,existing_paid,1_to_4_years,64.3,Medium Risk,Bad
CUST0239,45,skilled,own,<0_DM,<100_DM,691,17,car_new,critical_account,1_to_4_years,43.9,High Risk,Bad
CUST0240,23,skilled,own,no_account,no_savings,2312,24,car_new,existing_paid,1_to_4_years,56.1,Medium Risk,Good
CUST0241,27,skilled,rent,>=200_DM,no_savings,452,26,business,existing_paid,4_to_7_years,66.6,Medium Risk,Good
CUST0242,44,highly_skilled,rent,>=200_DM,500_to_1000_DM,1868,15,radio_TV,critical_account,>=7_years,66.4,Medium Risk,Good
CUST0243,19,highly_skilled,own,0_to_200_DM,<100_DM,6825,19,business,no_credits,>=7_years,57.7,Medium Risk,Good
CUST0244,31,skilled,own,no_account,100_to_500_DM,931,58,furniture,critical_account,>=7_years,49.6,High Risk,Good
CUST0245,21,skilled,own,no_account,>=1000_DM,1008,47,car_used,delayed_past,>=7_years,59.3,Medium Risk,Good
CUST0246,28,skilled,own,0_to_200_DM,<100_DM,3086,24,domestic_appliances,critical_account,1_to_4_years,45.6,High Risk,Bad
CUST0247,30,highly_skilled,own,<0_DM,<100_DM,614,20,car_used,existing_paid,>=7_years,65.9,Medium Risk,Good
CUST0248,29,skilled,own,>=200_DM,<100_DM,1161,21,car_used,no_credits,1_to_4_years,60.2,Medium Risk,Good
CUST0249,28,unskilled_resident,own,>=200_DM,>=1000_DM,2744,27,car_new,critical_account,1_to_4_years,61.4,Medium Risk,Good
CUST0250,23,skilled,own,0_to_200_DM,500_to_1000_DM,1159,12,car_new,critical_account,1_to_4_years,55.4,Medium Risk,Good
CUST0251,65,unskilled_resident,own,no_account,<100_DM,1532,17,car_used,critical_account,1_to_4_years,50.0,Medium Risk,Bad
CUST0252,57,highly_skilled,own,no_account,100_to_500_DM,3044,8,furniture,existing_paid,1_to_4_years,71.0,Low Risk,Good
CUST0253,23,skilled,own,0_to_200_DM,no_savings,2428,24,radio_TV,critical_account,>=7_years,49.1,High Risk,Good
CUST0254,53,skilled,own,no_account,>=1000_DM,2179,27,car_new,critical_account,1_to_4_years,57.1,Medium Risk,Good
CUST0255,29,skilled,own,no_account,>=1000_DM,1425,15,car_new,delayed_past,<1_year,53.9,Medium Risk,Good
CUST0256,34,skilled,own,<0_DM,no_savings,2342,44,domestic_appliances,critical_account,1_to_4_years,34.3,High Risk,Bad
CUST0257,32,unskilled_resident,own,0_to_200_DM,<100_DM,1658,10,car_new,critical_account,unemployed,42.0,High Risk,Good
CUST0258,27,skilled,rent,0_to_200_DM,no_savings,2491,9,furniture,existing_paid,<1_year,54.8,Medium Risk,Good
CUST0259,44,skilled,own,<0_DM,<100_DM,1276,22,education,all_paid,<1_year,51.7,Medium Risk,Good
CUST0260,34,skilled,free,no_account,100_to_500_DM,1591,33,car_new,existing_paid,1_to_4_years,62.2,Medium Risk,Good
CUST0261,28,skilled,own,<0_DM,<100_DM,904,46,car_new,all_paid,1_to_4_years,49.7,High Risk,Good
CUST0262,22,skilled,own,>=200_DM,no_savings,1764,15,furniture,existing_paid,>=7_years,73.5,Low Risk,Good
CUST0263,25,unskilled_resident,own,no_account,<100_DM,1024,34,car_used,existing_paid,4_to_7_years,62.8,Medium Risk,Good
CUST0264,20,unskilled_resident,rent,<0_DM,>=1000_DM,828,19,radio_TV,all_paid,1_to_4_years,59.1,Medium Risk,Good
CUST0265,33,skilled,own,0_to_200_DM,<100_DM,2166,18,domestic_appliances,existing_paid,1_to_4_years,65.8,Medium Risk,Bad
CUST0266,23,skilled,own,0_to_200_DM,<100_DM,2098,31,car_new,existing_paid,1_to_4_years,62.3,Medium Risk,Good
CUST0267,30,skilled,own,0_to_200_DM,no_savings,3127,27,radio_TV,critical_account,>=7_years,49.5,High Risk,Good
CUST0268,49,skilled,own,0_to_200_DM,>=1000_DM,1337,9,furniture,critical_account,unemployed,56.4,Medium Risk,Good
CUST0269,47,skilled,own,no_account,100_to_500_DM,2405,42,car_new,all_paid,unemployed,52.9,Medium Risk,Good
CUST0270,32,skilled,rent,no_account,<100_DM,2658,40,radio_TV,critical_account,>=7_years,43.3,High Risk,Good
CUST0271,32,skilled,free,0_to_200_DM,no_savings,2468,14,car_used,existing_paid,1_to_4_years,61.0,Medium Risk,Good
CUST0272,58,unskilled_resident,own,0_to_200_DM,no_savings,1014,24,furniture,existing_paid,<1_year,63.1,Medium Risk,Good
CUST0273,38,highly_skilled,own,0_to_200_DM,no_savings,2007,25,car_new,all_paid,1_to_4_years,57.8,Medium Risk,Good
CUST0274,30,skilled,own,0_to_200_DM,<100_DM,2332,22,furniture,existing_paid,>=7_years,71.6,Low Risk,Good
CUST0275,21,highly_skilled,own,<0_DM,500_to_1000_DM,1817,15,car_used,critical_account,>=7_years,54.3,Medium Risk,Good
CUST0276,37,skilled,own,<0_DM,<100_DM,419,14,repairs,critical_account,4_to_7_years,47.0,High Risk,Bad
CUST0277,42,skilled,rent,0_to_200_DM,100_to_500_DM,2023,19,car_new,all_paid,1_to_4_years,62.4,Medium Risk,Good
CUST0278,27,skilled,own,<0_DM,<100_DM,8508,36,furniture,all_paid,1_to_4_years,46.8,High Risk,Bad
CUST0279,36,skilled,rent,0_to_200_DM,<100_DM,1405,26,furniture,existing_paid,>=7_years,68.7,Medium Risk,Good
CUST0280,29,skilled,own,0_to_200_DM,<100_DM,1086,16,radio_TV,existing_paid,>=7_years,73.0,Low Risk,Good
CUST0281,31,skilled,own,0_to_200_DM,no_savings,2348,29,radio_TV,existing_paid,<1_year,56.8,Medium Risk,Good
CUST0282,19,unskilled_resident,own,no_account,<100_DM,2249,4,radio_TV,existing_paid,>=7_years,68.2,Medium Risk,Good
CUST0283,30,skilled,free,no_account,<100_DM,4166,35,radio_TV,critical_account,<1_year,33.8,High Risk,Bad
CUST0284,44,unskilled_resident,own,no_account,no_savings,749,8,education,critical_account,<1_year,40.9,High Risk,Bad
CUST0285,27,skilled,own,<0_DM,<100_DM,3016,16,car_used,existing_paid,4_to_7_years,61.6,Medium Risk,Bad
CUST0286,33,skilled,own,no_account,<100_DM,2733,11,radio_TV,critical_account,1_to_4_years,44.5,High Risk,Bad
CUST0287,26,unskilled_resident,own,<0_DM,>=1000_DM,1636,10,education,existing_paid,>=7_years,77.0,Low Risk,Good
CUST0288,36,unskilled_resident,own,<0_DM,<100_DM,2291,35,others,existing_paid,<1_year,52.9,Medium Risk,Good
CUST0289,31,unskilled_resident,own,no_account,100_to_500_DM,3716,15,business,existing_paid,1_to_4_years,65.0,Medium Risk,Good
CUST0290,24,skilled,free,<0_DM,<100_DM,3329,23,furniture,delayed_past,>=7_years,45.9,High Risk,Good
CUST0291,49,unskilled_resident,free,no_account,100_to_500_DM,812,19,car_new,critical_account,>=7_years,56.3,Medium Risk,Good
CUST0292,43,skilled,own,no_account,<100_DM,3210,25,furniture,existing_paid,<1_year,58.1,Medium Risk,Good
CUST0293,27,unskilled_nonresident,own,0_to_200_DM,100_to_500_DM,1727,20,radio_TV,existing_paid,1_to_4_years,68.7,Medium Risk,Good
CUST0294,38,skilled,own,no_account,<100_DM,1902,10,furniture,delayed_past,4_to_7_years,53.0,Medium Risk,Bad
CUST0295,38,highly_skilled,own,no_account,<100_DM,1903,33,furniture,existing_paid,<1_year,56.8,Medium Risk,Good
CUST0296,40,skilled,free,<0_DM,<100_DM,1627,15,education,critical_account,>=7_years,47.8,High Risk,Good
CUST0297,19,unskilled_resident,own,0_to_200_DM,<100_DM,4163,9,furniture,existing_paid,>=7_years,70.5,Low Risk,Bad
CUST0298,44,skilled,free,no_account,no_savings,1705,16,education,existing_paid,<1_year,55.3,Medium Risk,Good
CUST0299,27,skilled,own,<0_DM,no_savings,825,42,furniture,existing_paid,<1_year,48.1,High Risk,Good
CUST0300,29,skilled,own,no_account,no_savings,1372,30,car_used,delayed_past,<1_year,37.9,High Risk,Bad
CUST0301,73,skilled,own,no_account,100_to_500_DM,2048,16,furniture,all_paid,>=7_years,75.3,Low Risk,Good
CUST0302,36,skilled,free,<0_DM,<100_DM,4274,16,radio_TV,delayed_past,<1_year,37.5,High Risk,Good
CUST0303,29,highly_skilled,own,<0_DM,<100_DM,2757,17,car_new,existing_paid,1_to_4_years,57.9,Medium Risk,Good
CUST0304,19,skilled,own,<0_DM,<100_DM,996,56,car_new,critical_account,1_to_4_years,33.7,High Risk,Bad
CUST0305,50,skilled,own,0_to_200_DM,<100_DM,10297,24,business,critical_account,4_to_7_years,49.6,High Risk,Bad
CUST0306,22,skilled,own,>=200_DM,<100_DM,2176,24,car_new,critical_account,<1_year,46.0,High Risk,Good
CUST0307,24,unskilled_resident,own,<0_DM,no_savings,4415,33,radio_TV,existing_paid,<1_year,46.9,High Risk,Good
CUST0308,29,unskilled_nonresident,own,no_account,>=1000_DM,1625,22,radio_TV,existing_paid,>=7_years,78.8,Low Risk,Good
CUST0309,50,unskilled_resident,own,0_to_200_DM,100_to_500_DM,2626,17,furniture,existing_paid,>=7_years,79.7,Low Risk,Good
CUST0310,41,skilled,own,no_account,100_to_500_DM,3253,18,radio_TV,critical_account,>=7_years,55.7,Medium Risk,Good
CUST0311,31,skilled,own,<0_DM,<100_DM,4241,19,car_new,existing_paid,unemployed,50.2,Medium Risk,Good
CUST0312,36,skilled,own,no_account,<100_DM,3790,19,radio_TV,existing_paid,1_to_4_years,61.3,Medium Risk,Good
CUST0313,27,unskilled_resident,own,no_account,no_savings,3329,28,furniture,existing_paid,4_to_7_years,59.7,Medium Risk,Good
CUST0314,34,skilled,own,>=200_DM,no_savings,1450,20,radio_TV,existing_paid,1_to_4_years,68.1,Medium Risk,Good
CUST0315,33,highly_skilled,free,0_to_200_DM,no_savings,1211,28,car_new,delayed_past,>=7_years,52.0,Medium Risk,Bad
CUST0316,44,skilled,own,0_to_200_DM,<100_DM,2282,19,radio_TV,all_paid,4_to_7_years,66.6,Medium Risk,Good
CUST0317,44,skilled,own,<0_DM,<100_DM,3474,20,car_new,critical_account,<1_year,37.8,High Risk,Bad
CUST0318,38,skilled,own,no_account,<100_DM,1547,7,car_used,existing_paid,>=7_years,71.6,Low Risk,Good
CUST0319,29,skilled,own,no_account,no_savings,3810,31,car_new,no_credits,>=7_years,52.4,Medium Risk,Good
CUST0320,41,skilled,own,no_account,<100_DM,4998,23,car_new,existing_paid,<1_year,57.0,Medium Risk,Good
CUST0321,32,highly_skilled,own,<0_DM,<100_DM,952,33,repairs,all_paid,1_to_4_years,52.2,Medium Risk,Good
CUST0322,23,skilled,own,0_to_200_DM,<100_DM,1006,4,car_used,existing_paid,1_to_4_years,66.6,Medium Risk,Good
CUST0323,29,highly_skilled,own,<0_DM,<100_DM,1638,57,business,delayed_past,1_to_4_years,38.0,High Risk,Bad
CUST0324,33,skilled,own,no_account,<100_DM,2242,18,business,all_paid,<1_year,52.8,Medium Risk,Good
CUST0325,43,skilled,rent,>=200_DM,100_to_500_DM,1252,34,radio_TV,critical_account,4_to_7_years,56.9,Medium Risk,Good
CUST0326,31,unskilled_resident,own,0_to_200_DM,<100_DM,4658,11,car_new,no_credits,>=7_years,62.1,Medium Risk,Good
CUST0327,23,skilled,rent,<0_DM,<100_DM,2432,27,furniture,existing_paid,1_to_4_years,51.6,Medium Risk,Good
CUST0328,33,skilled,rent,<0_DM,<100_DM,1858,11,radio_TV,critical_account,<1_year,34.0,High Risk,Bad
CUST0329,34,skilled,free,<0_DM,<100_DM,661,14,furniture,existing_paid,4_to_7_years,62.4,Medium Risk,Good
CUST0330,35,skilled,own,no_account,100_to_500_DM,719,52,car_new,existing_paid,1_to_4_years,62.2,Medium Risk,Good
CUST0331,43,highly_skilled,own,no_account,<100_DM,2201,18,radio_TV,existing_paid,>=7_years,70.6,Low Risk,Good
CUST0332,44,skilled,own,0_to_200_DM,<100_DM,406,22,education,existing_paid,1_to_4_years,68.2,Medium Risk,Good
CUST0333,27,skilled,free,no_account,100_to_500_DM,3673,31,radio_TV,critical_account,<1_year,38.1,High Risk,Bad
CUST0334,27,skilled,own,no_account,<100_DM,1618,25,car_new,existing_paid,<1_year,56.1,Medium Risk,Good
CUST0335,24,skilled,own,no_account,<100_DM,17503,21,radio_TV,critical_account,>=7_years,40.5,High Risk,Good
CUST0336,40,skilled,own,no_account,<100_DM,9095,24,car_new,critical_account,1_to_4_years,40.5,High Risk,Good
CUST0337,51,highly_skilled,free,0_to_200_DM,<100_DM,1592,66,car_new,existing_paid,>=7_years,67.7,Medium Risk,Good
CUST0338,30,unskilled_resident,own,0_to_200_DM,<100_DM,1678,19,education,critical_account,<1_year,43.4,High Risk,Bad
CUST0339,30,skilled,own,<0_DM,<100_DM,3629,22,car_used,existing_paid,1_to_4_years,56.9,Medium Risk,Bad
CUST0340,51,skilled,rent,no_account,>=1000_DM,5956,33,car_used,critical_account,1_to_4_years,49.9,High Risk,Bad
CUST0341,38,skilled,own,<0_DM,<100_DM,574,34,car_new,existing_paid,>=7_years,65.4,Medium Risk,Good
CUST0342,37,skilled,own,<0_DM,<100_DM,517,36,education,delayed_past,>=7_years,49.9,High Risk,Bad
CUST0343,23,skilled,own,no_account,<100_DM,1169,27,radio_TV,existing_paid,<1_year,55.3,Medium Risk,Good
CUST0344,40,unskilled_resident,own,<0_DM,500_to_1000_DM,2718,11,radio_TV,existing_paid,1_to_4_years,68.7,Medium Risk,Good
CUST0345,25,skilled,rent,<0_DM,100_to_500_DM,2560,45,radio_TV,delayed_past,<1_year,34.4,High Risk,Good
CUST0346,23,skilled,rent,<0_DM,<100_DM,3823,11,car_new,delayed_past,1_to_4_years,38.1,High Risk,Good
CUST0347,29,unskilled_resident,own,<0_DM,<100_DM,780,23,furniture,no_credits,1_to_4_years,48.2,High Risk,Good
CUST0348,27,unskilled_resident,own,no_account,<100_DM,357,13,furniture,existing_paid,>=7_years,69.4,Medium Risk,Good
CUST0349,30,skilled,own,no_account,<100_DM,3296,19,car_new,critical_account,>=7_years,49.5,High Risk,Good
CUST0350,21,skilled,own,<0_DM,<100_DM,1012,23,furniture,delayed_past,1_to_4_years,41.6,High Risk,Good
CUST0351,44,skilled,own,<0_DM,<100_DM,440,23,business,critical_account,1_to_4_years,43.0,High Risk,Good
CUST0352,46,skilled,rent,0_to_200_DM,<100_DM,2001,24,car_new,critical_account,>=7_years,52.4,Medium Risk,Bad
CUST0353,19,skilled,own,<0_DM,500_to_1000_DM,3150,45,car_used,critical_account,>=7_years,49.0,High Risk,Good
CUST0354,44,skilled,own,no_account,<100_DM,1659,25,car_new,delayed_past,unemployed,41.1,High Risk,Good
CUST0355,25,skilled,rent,no_account,>=1000_DM,1312,17,car_used,existing_paid,1_to_4_years,68.0,Medium Risk,Good
CUST0356,42,skilled,own,<0_DM,<100_DM,1617,32,business,existing_paid,1_to_4_years,58.8,Medium Risk,Good
CUST0357,32,skilled,own,no_account,<100_DM,1394,36,furniture,critical_account,<1_year,37.6,High Risk,Bad
CUST0358,33,skilled,own,<0_DM,<100_DM,703,10,furniture,delayed_past,<1_year,41.7,High Risk,Good
CUST0359,31,skilled,own,>=200_DM,no_savings,1096,27,radio_TV,all_paid,unemployed,54.8,Medium Risk,Bad
CUST0360,47,highly_skilled,rent,<0_DM,<100_DM,2604,28,car_new,existing_paid,4_to_7_years,59.7,Medium Risk,Good
CUST0361,22,unskilled_resident,free,no_account,no_savings,2264,17,furniture,critical_account,1_to_4_years,36.9,High Risk,Bad
CUST0362,39,unskilled_resident,own,<0_DM,<100_DM,2033,39,furniture,existing_paid,unemployed,50.1,Medium Risk,Good
CUST0363,46,skilled,free,<0_DM,<100_DM,900,18,radio_TV,existing_paid,<1_year,55.8,Medium Risk,Good
CUST0364,41,skilled,rent,<0_DM,<100_DM,1592,21,others,existing_paid,>=7_years,63.1,Medium Risk,Good
CUST0365,66,unskilled_nonresident,free,>=200_DM,<100_DM,393,18,radio_TV,existing_paid,>=7_years,82.7,Low Risk,Good
CUST0366,28,highly_skilled,own,no_account,no_savings,2048,20,furniture,existing_paid,1_to_4_years,57.7,Medium Risk,Good
CUST0367,44,skilled,own,>=200_DM,<100_DM,4915,11,repairs,existing_paid,1_to_4_years,72.3,Low Risk,Good
CUST0368,32,highly_skilled,rent,0_to_200_DM,500_to_1000_DM,644,9,car_new,all_paid,>=7_years,73.7,Low Risk,Good
CUST0369,47,skilled,own,no_account,<100_DM,1199,44,car_new,critical_account,<1_year,39.2,High Risk,Good
CUST0370,33,skilled,free,no_account,<100_DM,2276,13,car_new,existing_paid,<1_year,56.5,Medium Risk,Good
CUST0371,29,unskilled_resident,own,no_account,<100_DM,4345,12,furniture,critical_account,1_to_4_years,42.8,High Risk,Bad
CUST0372,49,skilled,own,no_account,no_savings,1321,6,furniture,critical_account,<1_year,41.8,High Risk,Good
CUST0373,28,skilled,free,no_account,>=1000_DM,1113,14,radio_TV,existing_paid,1_to_4_years,71.1,Low Risk,Good
CUST0374,21,unskilled_resident,own,0_to_200_DM,<100_DM,455,10,business,delayed_past,>=7_years,57.7,Medium Risk,Good
CUST0375,28,skilled,own,no_account,<100_DM,1943,45,furniture,existing_paid,4_to_7_years,61.3,Medium Risk,Good
CUST0376,39,skilled,own,no_account,<100_DM,7551,33,furniture,critical_account,1_to_4_years,39.9,High Risk,Good
CUST0377,50,unskilled_resident,free,0_to_200_DM,no_savings,2195,14,car_new,existing_paid,>=7_years,71.4,Low Risk,Good
CUST0378,34,unskilled_resident,rent,no_account,>=1000_DM,1780,61,car_new,delayed_past,unemployed,41.2,High Risk,Good
CUST0379,49,skilled,own,0_to_200_DM,no_savings,2265,32,radio_TV,existing_paid,<1_year,59.7,Medium Risk,Good
CUST0380,22,unskilled_resident,own,no_account,<100_DM,1794,17,furniture,existing_paid,1_to_4_years,60.2,Medium Risk,Good
CUST0381,28,unskilled_resident,own,no_account,<100_DM,1023,5,education,existing_paid,4_to_7_years,67.4,Medium Risk,Bad
CUST0382,30,skilled,own,0_to_200_DM,<100_DM,3217,63,car_new,delayed_past,unemployed,36.5,High Risk,Bad
CUST0383,31,highly_skilled,free,<0_DM,<100_DM,2117,10,car_new,critical_account,1_to_4_years,39.6,High Risk,Bad
CUST0384,33,skilled,free,0_to_200_DM,<100_DM,1830,8,furniture,existing_paid,4_to_7_years,69.4,Medium Risk,Good
CUST0385,40,unskilled_resident,rent,0_to_200_DM,<100_DM,913,33,car_used,delayed_past,4_to_7_years,50.7,Medium Risk,Good
CUST0386,28,skilled,own,0_to_200_DM,500_to_1000_DM,4502,68,car_new,existing_paid,4_to_7_years,68.7,Medium Risk,Bad
CUST0387,34,highly_skilled,rent,no_account,no_savings,2879,40,radio_TV,critical_account,1_to_4_years,33.6,High Risk,Good
CUST0388,32,skilled,own,no_account,<100_DM,1227,26,car_new,existing_paid,<1_year,57.0,Medium Risk,Good
CUST0389,25,skilled,own,0_to_200_DM,<100_DM,3645,27,radio_TV,critical_account,1_to_4_years,44.3,High Risk,Bad
CUST0390,32,skilled,free,0_to_200_DM,>=1000_DM,1276,30,car_used,existing_paid,<1_year,69.5,Medium Risk,Good
CUST0391,31,skilled,own,>=200_DM,<100_DM,1045,29,car_new,existing_paid,>=7_years,76.5,Low Risk,Good
CUST0392,31,unskilled_resident,rent,<0_DM,<100_DM,1062,23,furniture,all_paid,1_to_4_years,49.4,High Risk,Good
CUST0393,33,skilled,rent,no_account,<100_DM,523,21,domestic_appliances,existing_paid,1_to_4_years,58.3,Medium Risk,Bad
CUST0394,33,skilled,own,0_to_200_DM,<100_DM,2515,19,furniture,existing_paid,>=7_years,72.5,Low Risk,Good
CUST0395,29,highly_skilled,own,no_account,<100_DM,501,13,radio_TV,existing_paid,1_to_4_years,62.7,Medium Risk,Good
CUST0396,48,skilled,own,0_to_200_DM,<100_DM,765,17,car_new,critical_account,1_to_4_years,51.4,Medium Risk,Good
CUST0397,23,unskilled_nonresident,free,0_to_200_DM,<100_DM,422,8,radio_TV,no_credits,>=7_years,61.4,Medium Risk,Good
CUST0398,26,skilled,free,<0_DM,<100_DM,1702,19,car_used,existing_paid,>=7_years,62.7,Medium Risk,Good
CUST0399,75,skilled,own,0_to_200_DM,no_savings,1627,12,radio_TV,existing_paid,4_to_7_years,75.5,Low Risk,Good
CUST0400,24,skilled,own,0_to_200_DM,100_to_500_DM,1438,11,radio_TV,no_credits,unemployed,52.6,Medium Risk,Good
CUST0401,22,unskilled_resident,own,no_account,>=1000_DM,871,21,business,existing_paid,1_to_4_years,71.1,Low Risk,Good
CUST0402,41,skilled,own,0_to_200_DM,<100_DM,795,40,furniture,existing_paid,>=7_years,71.9,Low Risk,Good
CUST0403,19,skilled,own,<0_DM,<100_DM,2502,31,car_new,existing_paid,<1_year,50.3,Medium Risk,Good
CUST0404,30,skilled,rent,0_to_200_DM,no_savings,1229,9,car_new,existing_paid,<1_year,56.0,Medium Risk,Good
CUST0405,63,highly_skilled,free,no_account,<100_DM,2256,12,repairs,existing_paid,>=7_years,73.0,Low Risk,Good
CUST0406,20,skilled,own,0_to_200_DM,100_to_500_DM,972,32,radio_TV,existing_paid,unemployed,59.2,Medium Risk,Good
CUST0407,19,skilled,own,no_account,no_savings,2052,12,radio_TV,no_credits,>=7_years,54.2,Medium Risk,Bad
CUST0408,21,skilled,own,no_account,no_savings,4502,17,car_used,existing_paid,1_to_4_years,55.6,Medium Risk,Good
CUST0409,43,skilled,rent,0_to_200_DM,100_to_500_DM,2725,26,furniture,critical_account,1_to_4_years,48.2,High Risk,Good
CUST0410,46,skilled,rent,no_account,<100_DM,1354,12,car_new,existing_paid,unemployed,54.4,Medium Risk,Good
CUST0411,28,skilled,own,no_account,no_savings,2164,21,business,delayed_past,>=7_years,49.5,High Risk,Good
CUST0412,40,skilled,own,>=200_DM,<100_DM,1527,10,radio_TV,existing_paid,1_to_4_years,73.5,Low Risk,Good
CUST0413,50,skilled,own,>=200_DM,<100_DM,1818,14,business,critical_account,1_to_4_years,56.6,Medium Risk,Bad
CUST0414,56,unskilled_resident,own,<0_DM,<100_DM,1439,23,car_used,critical_account,4_to_7_years,48.6,High Risk,Good
CUST0415,30,skilled,own,<0_DM,<100_DM,1611,9,radio_TV,existing_paid,4_to_7_years,63.8,Medium Risk,Good
CUST0416,19,skilled,own,<0_DM,100_to_500_DM,2097,25,radio_TV,critical_account,>=7_years,48.4,High Risk,Good
CUST0417,25,skilled,own,no_account,<100_DM,902,19,car_used,existing_paid,1_to_4_years,60.9,Medium Risk,Good
CUST0418,29,highly_skilled,free,no_account,500_to_1000_DM,887,26,education,no_credits,1_to_4_years,56.7,Medium Risk,Good
CUST0419,30,unskilled_resident,own,0_to_200_DM,<100_DM,684,22,business,critical_account,>=7_years,54.5,Medium Risk,Good
CUST0420,31,skilled,own,0_to_200_DM,<100_DM,589,39,business,critical_account,4_to_7_years,49.4,High Risk,Bad
CUST0421,46,highly_skilled,own,0_to_200_DM,<100_DM,771,21,radio_TV,existing_paid,1_to_4_years,68.5,Medium Risk,Good
CUST0422,48,unskilled_nonresident,own,0_to_200_DM,500_to_1000_DM,2021,16,car_used,existing_paid,<1_year,72.9,Low Risk,Good
CUST0423,31,skilled,rent,no_account,500_to_1000_DM,967,21,car_used,no_credits,>=7_years,62.7,Medium Risk,Good
CUST0424,46,skilled,own,<0_DM,no_savings,2590,26,business,existing_paid,1_to_4_years,56.8,Medium Risk,Good
CUST0425,36,unskilled_resident,own,no_account,500_to_1000_DM,1852,20,car_new,critical_account,4_to_7_years,56.3,Medium Risk,Good
CUST0426,33,skilled,own,<0_DM,100_to_500_DM,455,20,radio_TV,existing_paid,1_to_4_years,63.5,Medium Risk,Good
CUST0427,43,highly_skilled,own,<0_DM,100_to_500_DM,2859,14,radio_TV,existing_paid,<1_year,60.8,Medium Risk,Good
CUST0428,33,unskilled_nonresident,own,0_to_200_DM,<100_DM,3189,14,radio_TV,existing_paid,4_to_7_years,69.8,Medium Risk,Good
CUST0429,61,skilled,own,no_account,100_to_500_DM,901,9,others,no_credits,unemployed,55.8,Medium Risk,Bad
CUST0430,21,skilled,rent,no_account,100_to_500_DM,2426,48,car_used,existing_paid,1_to_4_years,55.4,Medium Risk,Good
CUST0431,28,highly_skilled,own,no_account,<100_DM,992,10,furniture,delayed_past,1_to_4_years,47.7,High Risk,Good
CUST0432,31,unskilled_resident,rent,0_to_200_DM,>=1000_DM,1935,14,car_new,critical_account,1_to_4_years,55.1,Medium Risk,Good
CUST0433,37,skilled,own,<0_DM,no_savings,746,14,furniture,critical_account,>=7_years,46.9,High Risk,Bad
CUST0434,48,skilled,own,no_account,no_savings,515,31,car_used,no_credits,>=7_years,57.6,Medium Risk,Good
CUST0435,32,skilled,own,no_account,<100_DM,1383,17,furniture,critical_account,>=7_years,51.2,Medium Risk,Good
CUST0436,21,highly_skilled,own,0_to_200_DM,<100_DM,1658,37,education,critical_account,unemployed,36.3,High Risk,Bad
CUST0437,42,skilled,own,no_account,<100_DM,1368,14,business,critical_account,<1_year,42.4,High Risk,Good
CUST0438,41,unskilled_resident,rent,0_to_200_DM,no_savings,789,23,car_new,existing_paid,1_to_4_years,60.3,Medium Risk,Good
